source,target,length,freeFlowTime,capacity
22,4272,0.2,0.0,999999.0
22,4273,0.2,0.0,999999.0
23,3714,0.2,0.0,999999.0
23,3715,0.2,0.0,999999.0
23,3716,0.2,0.0,999999.0
23,3717,0.2,0.0,999999.0
24,3718,0.2,0.0,999999.0
24,4227,0.2,0.0,999999.0
24,4270,0.2,0.0,999999.0
24,4386,0.2,0.0,999999.0
25,3719,0.2,0.0,999999.0
25,3720,0.2,0.0,999999.0
25,3721,0.2,0.0,999999.0
25,4268,0.2,0.0,999999.0
26,3722,0.12,0.0,999999.0
26,3723,0.12,0.0,999999.0
26,3724,0.12,0.0,999999.0
26,3725,0.12,0.0,999999.0
27,3726,0.12,0.0,999999.0
27,4230,0.12,0.0,999999.0
27,4264,0.12,0.0,999999.0
27,4266,0.12,0.0,999999.0
28,3728,0.2,0.0,999999.0
28,3729,0.2,0.0,999999.0
29,3731,0.12,0.0,999999.0
29,3732,0.12,0.0,999999.0
29,3733,0.12,0.0,999999.0
29,3734,0.12,0.0,999999.0
30,3735,0.12,0.0,999999.0
30,3736,0.12,0.0,999999.0
30,3737,0.12,0.0,999999.0
30,4260,0.12,0.0,999999.0
31,4312,0.2,0.0,999999.0
31,4314,0.2,0.0,999999.0
31,4375,0.2,0.0,999999.0
31,4376,0.2,0.0,999999.0
32,3738,0.12,0.0,999999.0
32,3740,0.12,0.0,999999.0
32,3741,0.12,0.0,999999.0
32,3742,0.12,0.0,999999.0
33,3744,0.2,0.0,999999.0
33,3745,0.2,0.0,999999.0
33,3746,0.2,0.0,999999.0
33,4251,0.2,0.0,999999.0
34,3747,0.2,0.0,999999.0
34,3748,0.2,0.0,999999.0
34,3749,0.2,0.0,999999.0
34,3750,0.2,0.0,999999.0
35,4248,0.2,0.0,999999.0
35,4320,0.2,0.0,999999.0
35,4322,0.2,0.0,999999.0
36,4247,0.12,0.0,999999.0
36,8401,0.12,0.0,999999.0
36,8402,0.12,0.0,999999.0
37,3751,0.2,0.0,999999.0
37,3752,0.2,0.0,999999.0
37,3753,0.2,0.0,999999.0
37,4241,0.2,0.0,999999.0
38,3754,0.2,0.0,999999.0
38,3755,0.2,0.0,999999.0
38,3756,0.2,0.0,999999.0
38,4170,0.2,0.0,999999.0
39,4171,0.12,0.0,999999.0
39,4173,0.12,0.0,999999.0
39,4245,0.12,0.0,999999.0
40,3739,0.2,0.0,999999.0
40,3757,0.2,0.0,999999.0
40,3758,0.2,0.0,999999.0
40,3759,0.2,0.0,999999.0
41,3760,0.12,0.0,999999.0
41,3761,0.12,0.0,999999.0
41,3762,0.12,0.0,999999.0
41,3763,0.12,0.0,999999.0
42,3764,0.2,0.0,999999.0
42,3765,0.2,0.0,999999.0
42,3766,0.2,0.0,999999.0
42,3767,0.2,0.0,999999.0
43,3768,0.12,0.0,999999.0
43,3769,0.12,0.0,999999.0
43,3770,0.12,0.0,999999.0
43,3910,0.12,0.0,999999.0
44,3922,0.12,0.0,999999.0
44,3924,0.12,0.0,999999.0
44,3926,0.12,0.0,999999.0
44,3928,0.12,0.0,999999.0
45,3989,0.12,0.0,999999.0
45,4069,0.12,0.0,999999.0
45,4070,0.12,0.0,999999.0
45,4072,0.12,0.0,999999.0
46,3771,0.12,0.0,999999.0
46,3772,0.12,0.0,999999.0
46,3991,0.12,0.0,999999.0
46,3992,0.12,0.0,999999.0
47,3773,0.12,0.0,999999.0
47,3774,0.12,0.0,999999.0
47,4057,0.12,0.0,999999.0
47,4335,0.12,0.0,999999.0
48,3775,0.2,0.0,999999.0
49,3776,0.2,0.0,999999.0
49,4015,0.2,0.0,999999.0
49,4025,0.2,0.0,999999.0
50,3777,0.2,0.0,999999.0
50,3778,0.2,0.0,999999.0
50,4019,0.2,0.0,999999.0
51,3778,0.12,0.0,999999.0
51,3779,0.12,0.0,999999.0
51,3780,0.12,0.0,999999.0
51,4027,0.12,0.0,999999.0
52,3781,0.2,0.0,999999.0
52,3782,0.2,0.0,999999.0
52,3783,0.2,0.0,999999.0
53,4020,0.2,0.0,999999.0
54,4213,0.2,0.0,999999.0
55,3347,0.25,0.0,999999.0
55,3784,0.25,0.0,999999.0
55,3785,0.25,0.0,999999.0
55,5649,0.25,0.0,999999.0
56,3786,0.25,0.0,999999.0
56,3787,0.25,0.0,999999.0
56,3788,0.25,0.0,999999.0
56,3789,0.25,0.0,999999.0
57,3790,0.25,0.0,999999.0
57,3791,0.25,0.0,999999.0
57,3792,0.25,0.0,999999.0
57,3793,0.25,0.0,999999.0
58,3840,0.25,0.0,999999.0
58,3849,0.25,0.0,999999.0
58,3857,0.25,0.0,999999.0
58,4296,0.25,0.0,999999.0
59,4359,0.25,0.0,999999.0
60,3859,0.25,0.0,999999.0
60,3860,0.25,0.0,999999.0
60,3861,0.25,0.0,999999.0
61,4543,0.25,0.0,999999.0
62,3863,0.25,0.0,999999.0
62,3864,0.25,0.0,999999.0
62,3865,0.25,0.0,999999.0
62,3866,0.25,0.0,999999.0
63,3352,0.25,0.0,999999.0
63,3867,0.25,0.0,999999.0
63,3868,0.25,0.0,999999.0
63,3869,0.25,0.0,999999.0
64,3871,0.25,0.0,999999.0
64,3872,0.25,0.0,999999.0
64,3873,0.25,0.0,999999.0
64,3874,0.25,0.0,999999.0
65,3875,0.25,0.0,999999.0
65,3876,0.25,0.0,999999.0
65,3877,0.25,0.0,999999.0
65,3879,0.25,0.0,999999.0
66,3881,0.25,0.0,999999.0
66,3882,0.25,0.0,999999.0
66,3883,0.25,0.0,999999.0
66,3884,0.25,0.0,999999.0
67,3885,0.25,0.0,999999.0
67,3886,0.25,0.0,999999.0
67,3888,0.25,0.0,999999.0
67,13291,0.25,0.0,999999.0
68,3889,0.25,0.0,999999.0
68,3890,0.25,0.0,999999.0
68,3891,0.25,0.0,999999.0
68,3892,0.25,0.0,999999.0
69,5666,0.25,0.0,999999.0
69,5667,0.25,0.0,999999.0
69,5668,0.25,0.0,999999.0
69,5669,0.25,0.0,999999.0
70,4544,0.25,0.0,999999.0
71,4545,0.5,0.0,999999.0
71,5671,0.5,0.0,999999.0
71,5672,0.5,0.0,999999.0
72,4547,0.5,0.0,999999.0
73,5673,0.25,0.0,999999.0
73,5675,0.25,0.0,999999.0
73,5676,0.25,0.0,999999.0
73,5678,0.25,0.0,999999.0
74,3358,0.25,0.0,999999.0
74,5679,0.25,0.0,999999.0
74,5680,0.25,0.0,999999.0
74,5681,0.25,0.0,999999.0
75,5682,0.2,0.0,999999.0
75,5683,0.2,0.0,999999.0
75,5684,0.2,0.0,999999.0
75,5685,0.2,0.0,999999.0
76,3363,0.25,0.0,999999.0
76,5686,0.25,0.0,999999.0
76,5687,0.25,0.0,999999.0
76,5688,0.25,0.0,999999.0
77,3349,0.25,0.0,999999.0
77,3350,0.25,0.0,999999.0
77,3355,0.25,0.0,999999.0
77,5690,0.25,0.0,999999.0
78,3348,0.25,0.0,999999.0
78,5691,0.25,0.0,999999.0
78,5692,0.25,0.0,999999.0
78,5693,0.25,0.0,999999.0
79,5629,0.25,0.0,999999.0
79,5694,0.25,0.0,999999.0
79,5695,0.25,0.0,999999.0
80,5696,0.25,0.0,999999.0
80,5697,0.25,0.0,999999.0
80,5698,0.25,0.0,999999.0
81,5699,0.5,0.0,999999.0
81,5700,0.5,0.0,999999.0
82,4390,0.25,0.0,999999.0
82,5701,0.25,0.0,999999.0
82,5702,0.25,0.0,999999.0
83,3362,0.25,0.0,999999.0
83,5703,0.25,0.0,999999.0
83,5704,0.25,0.0,999999.0
83,5705,0.25,0.0,999999.0
84,5706,0.25,0.0,999999.0
84,5707,0.25,0.0,999999.0
84,5708,0.25,0.0,999999.0
85,5628,0.25,0.0,999999.0
85,5709,0.25,0.0,999999.0
85,5710,0.25,0.0,999999.0
86,5627,0.25,0.0,999999.0
86,5711,0.25,0.0,999999.0
86,5712,0.25,0.0,999999.0
87,3366,0.25,0.0,999999.0
87,5713,0.25,0.0,999999.0
87,5714,0.25,0.0,999999.0
87,5715,0.25,0.0,999999.0
88,5716,0.25,0.0,999999.0
88,5717,0.25,0.0,999999.0
89,5718,0.5,0.0,999999.0
90,5622,0.5,0.0,999999.0
91,5720,0.5,0.0,999999.0
91,5721,0.5,0.0,999999.0
91,13290,0.25,0.0,999999.0
92,5626,0.25,0.0,999999.0
92,5722,0.25,0.0,999999.0
92,5723,0.25,0.0,999999.0
93,5624,0.5,0.0,999999.0
94,4458,0.5,0.0,999999.0
94,5727,0.5,0.0,999999.0
95,5724,0.5,0.0,999999.0
95,5725,0.5,0.0,999999.0
96,2912,0.5,0.0,999999.0
96,4000,0.5,0.0,999999.0
96,4001,0.5,0.0,999999.0
96,4003,0.5,0.0,999999.0
97,4534,0.5,0.0,999999.0
98,5623,0.25,0.0,999999.0
99,3370,0.25,0.0,999999.0
100,5726,0.5,0.0,999999.0
101,5727,0.25,0.0,999999.0
101,5728,0.25,0.0,999999.0
102,3313,0.5,0.0,999999.0
102,9258,0.5,0.0,999999.0
103,8619,0.5,0.0,999999.0
104,1699,0.5,0.0,999999.0
104,9206,0.5,0.0,999999.0
105,2885,0.5,0.0,999999.0
105,2952,0.5,0.0,999999.0
106,3743,0.5,0.0,999999.0
106,5729,0.5,0.0,999999.0
107,4560,0.5,0.0,999999.0
107,5730,0.5,0.0,999999.0
107,6111,0.5,0.0,999999.0
108,3380,0.5,0.0,999999.0
108,5731,0.5,0.0,999999.0
108,9256,0.5,0.0,999999.0
109,5732,0.5,0.0,999999.0
110,3376,0.5,0.0,999999.0
110,5733,0.5,0.0,999999.0
110,5734,0.5,0.0,999999.0
111,4571,0.25,0.0,999999.0
111,5735,0.25,0.0,999999.0
111,5736,0.25,0.0,999999.0
112,5737,0.25,0.0,999999.0
112,5738,0.25,0.0,999999.0
112,5739,0.25,0.0,999999.0
113,3378,0.25,0.0,999999.0
113,3379,0.25,0.0,999999.0
113,6053,0.25,0.0,999999.0
114,3377,0.25,0.0,999999.0
114,5740,0.25,0.0,999999.0
114,5741,0.25,0.0,999999.0
115,5742,0.25,0.0,999999.0
115,5743,0.25,0.0,999999.0
115,5744,0.25,0.0,999999.0
116,5745,0.25,0.0,999999.0
116,5746,0.25,0.0,999999.0
116,5747,0.25,0.0,999999.0
117,5748,0.25,0.0,999999.0
117,5749,0.25,0.0,999999.0
117,5750,0.25,0.0,999999.0
118,5751,0.25,0.0,999999.0
118,5752,0.25,0.0,999999.0
118,5753,0.25,0.0,999999.0
119,4566,0.5,0.0,999999.0
119,5754,0.5,0.0,999999.0
119,5755,0.5,0.0,999999.0
119,5756,0.5,0.0,999999.0
120,5757,0.25,0.0,999999.0
120,5758,0.25,0.0,999999.0
120,5759,0.25,0.0,999999.0
121,3375,0.25,0.0,999999.0
121,5760,0.25,0.0,999999.0
121,5761,0.25,0.0,999999.0
121,5762,0.25,0.0,999999.0
122,3373,0.25,0.0,999999.0
122,3374,0.25,0.0,999999.0
122,4594,0.25,0.0,999999.0
122,5763,0.25,0.0,999999.0
123,2931,0.25,0.0,999999.0
123,5764,0.25,0.0,999999.0
123,5765,0.25,0.0,999999.0
124,5766,0.25,0.0,999999.0
124,5767,0.25,0.0,999999.0
124,5768,0.25,0.0,999999.0
124,5769,0.25,0.0,999999.0
125,2910,0.25,0.0,999999.0
125,5770,0.25,0.0,999999.0
125,5771,0.25,0.0,999999.0
126,5772,0.25,0.0,999999.0
126,5773,0.25,0.0,999999.0
126,5774,0.25,0.0,999999.0
127,5775,0.25,0.0,999999.0
127,5776,0.25,0.0,999999.0
127,5777,0.25,0.0,999999.0
127,5778,0.25,0.0,999999.0
128,3384,0.25,0.0,999999.0
128,5779,0.25,0.0,999999.0
128,5780,0.25,0.0,999999.0
128,5781,0.25,0.0,999999.0
129,5915,0.25,0.0,999999.0
129,5916,0.25,0.0,999999.0
129,5917,0.25,0.0,999999.0
130,5918,0.25,0.0,999999.0
130,5919,0.25,0.0,999999.0
130,5920,0.25,0.0,999999.0
130,5921,0.25,0.0,999999.0
131,3389,0.25,0.0,999999.0
131,5922,0.25,0.0,999999.0
131,5923,0.25,0.0,999999.0
132,5633,0.25,0.0,999999.0
132,5924,0.25,0.0,999999.0
132,5925,0.25,0.0,999999.0
133,3390,0.25,0.0,999999.0
133,5926,0.25,0.0,999999.0
133,5927,0.25,0.0,999999.0
134,3395,0.25,0.0,999999.0
134,5928,0.25,0.0,999999.0
134,5929,0.25,0.0,999999.0
134,5930,0.25,0.0,999999.0
135,3394,0.25,0.0,999999.0
135,5634,0.25,0.0,999999.0
135,5931,0.25,0.0,999999.0
136,2908,0.25,0.0,999999.0
136,2909,0.25,0.0,999999.0
136,2929,0.25,0.0,999999.0
137,5932,0.25,0.0,999999.0
137,5933,0.25,0.0,999999.0
137,5934,0.25,0.0,999999.0
138,3388,0.25,0.0,999999.0
138,5935,0.25,0.0,999999.0
138,5936,0.25,0.0,999999.0
139,3386,0.25,0.0,999999.0
139,5937,0.25,0.0,999999.0
139,5938,0.25,0.0,999999.0
139,5939,0.25,0.0,999999.0
140,5940,0.2,0.0,999999.0
140,5941,0.2,0.0,999999.0
140,5942,0.2,0.0,999999.0
140,5943,0.2,0.0,999999.0
141,5944,0.25,0.0,999999.0
141,5945,0.25,0.0,999999.0
141,5946,0.25,0.0,999999.0
141,5947,0.25,0.0,999999.0
142,5948,0.25,0.0,999999.0
142,5949,0.25,0.0,999999.0
142,5950,0.25,0.0,999999.0
143,5951,0.25,0.0,999999.0
143,5952,0.25,0.0,999999.0
143,5953,0.25,0.0,999999.0
143,5954,0.25,0.0,999999.0
144,3393,0.25,0.0,999999.0
144,5955,0.25,0.0,999999.0
144,5956,0.25,0.0,999999.0
144,5957,0.25,0.0,999999.0
145,5635,0.25,0.0,999999.0
145,5636,0.25,0.0,999999.0
145,5958,0.25,0.0,999999.0
146,5959,0.25,0.0,999999.0
146,5960,0.25,0.0,999999.0
146,5961,0.25,0.0,999999.0
147,3397,0.25,0.0,999999.0
147,5962,0.25,0.0,999999.0
147,5963,0.25,0.0,999999.0
147,5964,0.25,0.0,999999.0
148,2930,0.7,0.0,999999.0
148,5965,0.7,0.0,999999.0
148,6320,0.7,0.0,999999.0
149,5966,0.25,0.0,999999.0
149,5967,0.25,0.0,999999.0
149,5968,0.25,0.0,999999.0
150,5969,0.5,0.0,999999.0
150,5970,0.5,0.0,999999.0
150,9044,0.5,0.0,999999.0
151,5971,0.25,0.0,999999.0
151,5972,0.25,0.0,999999.0
151,5973,0.25,0.0,999999.0
152,5974,0.25,0.0,999999.0
152,5975,0.25,0.0,999999.0
152,5976,0.25,0.0,999999.0
152,5977,0.25,0.0,999999.0
153,3403,0.25,0.0,999999.0
153,5978,0.25,0.0,999999.0
153,5979,0.25,0.0,999999.0
154,5980,0.25,0.0,999999.0
154,5981,0.25,0.0,999999.0
155,5982,0.25,0.0,999999.0
155,5983,0.25,0.0,999999.0
155,5984,0.25,0.0,999999.0
156,3399,0.25,0.0,999999.0
156,5985,0.25,0.0,999999.0
156,5986,0.25,0.0,999999.0
157,5987,0.25,0.0,999999.0
157,5988,0.25,0.0,999999.0
157,5989,0.25,0.0,999999.0
158,5990,0.25,0.0,999999.0
158,5991,0.25,0.0,999999.0
158,5992,0.25,0.0,999999.0
158,5993,0.25,0.0,999999.0
159,3400,0.25,0.0,999999.0
159,4731,0.25,0.0,999999.0
159,5637,0.25,0.0,999999.0
160,5994,0.25,0.0,999999.0
160,5995,0.25,0.0,999999.0
160,5996,0.25,0.0,999999.0
161,3401,0.25,0.0,999999.0
161,5997,0.25,0.0,999999.0
161,5998,0.25,0.0,999999.0
162,2886,0.25,0.0,999999.0
162,5999,0.25,0.0,999999.0
162,6000,0.25,0.0,999999.0
162,6001,0.25,0.0,999999.0
163,6002,0.25,0.0,999999.0
163,6003,0.25,0.0,999999.0
163,6004,0.25,0.0,999999.0
164,3405,0.25,0.0,999999.0
164,6005,0.25,0.0,999999.0
164,6006,0.25,0.0,999999.0
164,6007,0.25,0.0,999999.0
165,6008,0.25,0.0,999999.0
165,6009,0.25,0.0,999999.0
165,6010,0.25,0.0,999999.0
166,3407,0.25,0.0,999999.0
166,6011,0.25,0.0,999999.0
166,6012,0.25,0.0,999999.0
167,3408,0.5,0.0,999999.0
167,6013,0.5,0.0,999999.0
167,6014,0.5,0.0,999999.0
168,6015,0.5,0.0,999999.0
168,6016,0.5,0.0,999999.0
168,6017,0.5,0.0,999999.0
169,5638,0.25,0.0,999999.0
169,6018,0.25,0.0,999999.0
169,6019,0.25,0.0,999999.0
170,6020,0.25,0.0,999999.0
170,6021,0.25,0.0,999999.0
170,6022,0.25,0.0,999999.0
171,6023,0.5,0.0,999999.0
171,6024,0.5,0.0,999999.0
171,6025,0.5,0.0,999999.0
172,6026,0.25,0.0,999999.0
172,6027,0.25,0.0,999999.0
172,6028,0.25,0.0,999999.0
173,6029,0.25,0.0,999999.0
173,6030,0.25,0.0,999999.0
173,13279,0.25,0.0,999999.0
174,4767,0.5,0.0,999999.0
174,6031,0.5,0.0,999999.0
174,6032,0.5,0.0,999999.0
175,6033,0.25,0.0,999999.0
175,6034,0.25,0.0,999999.0
175,6035,0.25,0.0,999999.0
176,3302,0.12,0.0,999999.0
176,3303,0.12,0.0,999999.0
176,6036,0.12,0.0,999999.0
176,6037,0.12,0.0,999999.0
177,6038,0.12,0.0,999999.0
177,6039,0.12,0.0,999999.0
177,6040,0.12,0.0,999999.0
177,6041,0.12,0.0,999999.0
178,4894,0.2,0.0,999999.0
178,6042,0.2,0.0,999999.0
178,6043,0.2,0.0,999999.0
178,6044,0.2,0.0,999999.0
179,3312,0.2,0.0,999999.0
179,6045,0.2,0.0,999999.0
179,6046,0.2,0.0,999999.0
179,6047,0.2,0.0,999999.0
180,4923,0.25,0.0,999999.0
180,4926,0.25,0.0,999999.0
180,6048,0.25,0.0,999999.0
181,4927,0.25,0.0,999999.0
182,6049,0.25,0.0,999999.0
182,6050,0.25,0.0,999999.0
182,6051,0.25,0.0,999999.0
182,6052,0.25,0.0,999999.0
183,3307,0.25,0.0,999999.0
183,6054,0.25,0.0,999999.0
183,6055,0.25,0.0,999999.0
184,6056,0.25,0.0,999999.0
184,6057,0.25,0.0,999999.0
184,6058,0.25,0.0,999999.0
184,9154,0.25,0.0,999999.0
185,6059,0.2,0.0,999999.0
185,6060,0.2,0.0,999999.0
186,6062,0.25,0.0,999999.0
186,6063,0.25,0.0,999999.0
186,6064,0.25,0.0,999999.0
186,6066,0.25,0.0,999999.0
187,6067,0.25,0.0,999999.0
187,6068,0.25,0.0,999999.0
187,6069,0.25,0.0,999999.0
187,6070,0.25,0.0,999999.0
188,6071,0.25,0.0,999999.0
188,6072,0.25,0.0,999999.0
188,6074,0.25,0.0,999999.0
188,6075,0.25,0.0,999999.0
189,3301,0.25,0.0,999999.0
189,6076,0.25,0.0,999999.0
189,6077,0.25,0.0,999999.0
189,6078,0.25,0.0,999999.0
190,6079,0.25,0.0,999999.0
190,6080,0.25,0.0,999999.0
190,6081,0.25,0.0,999999.0
191,6082,0.25,0.0,999999.0
191,6083,0.25,0.0,999999.0
191,6084,0.25,0.0,999999.0
192,2896,0.25,0.0,999999.0
192,6085,0.25,0.0,999999.0
192,6086,0.25,0.0,999999.0
192,6087,0.25,0.0,999999.0
193,2897,0.25,0.0,999999.0
193,3311,0.25,0.0,999999.0
193,6089,0.25,0.0,999999.0
194,2938,0.25,0.0,999999.0
194,4920,0.25,0.0,999999.0
194,4932,0.25,0.0,999999.0
194,6090,0.25,0.0,999999.0
195,4125,0.2,0.0,999999.0
196,6091,0.25,0.0,999999.0
196,6092,0.25,0.0,999999.0
197,4926,0.25,0.0,999999.0
198,4914,0.25,0.0,999999.0
198,4917,0.25,0.0,999999.0
198,4918,0.25,0.0,999999.0
198,6096,0.25,0.0,999999.0
199,6097,0.25,0.0,999999.0
199,6098,0.25,0.0,999999.0
199,6099,0.25,0.0,999999.0
199,6100,0.25,0.0,999999.0
200,3944,0.25,0.0,999999.0
200,6101,0.25,0.0,999999.0
200,6102,0.25,0.0,999999.0
200,6103,0.25,0.0,999999.0
201,3308,0.2,0.0,999999.0
201,6104,0.2,0.0,999999.0
202,5000,0.25,0.0,999999.0
202,6105,0.25,0.0,999999.0
202,6106,0.25,0.0,999999.0
203,5011,0.25,0.0,999999.0
203,6107,0.25,0.0,999999.0
203,6108,0.25,0.0,999999.0
204,6109,0.5,0.0,999999.0
204,6110,0.5,0.0,999999.0
204,6112,0.5,0.0,999999.0
205,6113,0.25,0.0,999999.0
205,6114,0.25,0.0,999999.0
205,6115,0.25,0.0,999999.0
206,6116,0.25,0.0,999999.0
206,6117,0.25,0.0,999999.0
206,6118,0.25,0.0,999999.0
207,6119,0.25,0.0,999999.0
207,6120,0.25,0.0,999999.0
207,6121,0.25,0.0,999999.0
208,6122,0.25,0.0,999999.0
208,6123,0.25,0.0,999999.0
208,6124,0.25,0.0,999999.0
209,6125,0.2,0.0,999999.0
209,6126,0.2,0.0,999999.0
209,6127,0.2,0.0,999999.0
209,6128,0.2,0.0,999999.0
210,2899,0.25,0.0,999999.0
210,3330,0.25,0.0,999999.0
210,6129,0.25,0.0,999999.0
211,3314,0.25,0.0,999999.0
211,6130,0.25,0.0,999999.0
211,6131,0.25,0.0,999999.0
211,6132,0.25,0.0,999999.0
212,6133,0.25,0.0,999999.0
212,6134,0.25,0.0,999999.0
212,6135,0.25,0.0,999999.0
212,6136,0.25,0.0,999999.0
213,6137,0.25,0.0,999999.0
213,6138,0.25,0.0,999999.0
213,6139,0.25,0.0,999999.0
214,4942,0.25,0.0,999999.0
215,4945,0.25,0.0,999999.0
215,6140,0.25,0.0,999999.0
215,6141,0.25,0.0,999999.0
215,6142,0.25,0.0,999999.0
216,3333,0.25,0.0,999999.0
216,4947,0.25,0.0,999999.0
216,6143,0.25,0.0,999999.0
216,6144,0.25,0.0,999999.0
217,6145,0.25,0.0,999999.0
217,6146,0.25,0.0,999999.0
217,6147,0.25,0.0,999999.0
218,3334,0.25,0.0,999999.0
218,6148,0.25,0.0,999999.0
218,6149,0.25,0.0,999999.0
218,6150,0.25,0.0,999999.0
219,3331,0.2,0.0,999999.0
219,3332,0.2,0.0,999999.0
219,6151,0.2,0.0,999999.0
219,6152,0.2,0.0,999999.0
220,3326,0.25,0.0,999999.0
220,6153,0.25,0.0,999999.0
220,6154,0.25,0.0,999999.0
221,6155,0.25,0.0,999999.0
221,6156,0.25,0.0,999999.0
221,6157,0.25,0.0,999999.0
222,6158,0.25,0.0,999999.0
222,6159,0.25,0.0,999999.0
222,6160,0.25,0.0,999999.0
222,6161,0.25,0.0,999999.0
223,3319,0.25,0.0,999999.0
223,3320,0.25,0.0,999999.0
223,6162,0.25,0.0,999999.0
224,3317,0.25,0.0,999999.0
224,5005,0.25,0.0,999999.0
224,6163,0.25,0.0,999999.0
225,6164,0.25,0.0,999999.0
225,6165,0.25,0.0,999999.0
225,6166,0.25,0.0,999999.0
226,6167,0.25,0.0,999999.0
226,6168,0.25,0.0,999999.0
226,6169,0.25,0.0,999999.0
226,6170,0.25,0.0,999999.0
227,3322,0.25,0.0,999999.0
227,6171,0.25,0.0,999999.0
227,6172,0.25,0.0,999999.0
227,6173,0.25,0.0,999999.0
228,5036,0.25,0.0,999999.0
228,6174,0.25,0.0,999999.0
228,6175,0.25,0.0,999999.0
229,3327,0.2,0.0,999999.0
229,3328,0.2,0.0,999999.0
229,6176,0.2,0.0,999999.0
229,6177,0.2,0.0,999999.0
230,6179,0.25,0.0,999999.0
230,6180,0.25,0.0,999999.0
230,6181,0.25,0.0,999999.0
230,6182,0.25,0.0,999999.0
231,2928,0.25,0.0,999999.0
231,5057,0.25,0.0,999999.0
231,5060,0.25,0.0,999999.0
231,6183,0.25,0.0,999999.0
232,3338,0.25,0.0,999999.0
232,6184,0.25,0.0,999999.0
232,6185,0.25,0.0,999999.0
232,6186,0.25,0.0,999999.0
233,6187,0.25,0.0,999999.0
233,6188,0.25,0.0,999999.0
233,6189,0.25,0.0,999999.0
233,6190,0.25,0.0,999999.0
234,5069,0.25,0.0,999999.0
234,6191,0.25,0.0,999999.0
234,6192,0.25,0.0,999999.0
235,5074,0.25,0.0,999999.0
235,5076,0.25,0.0,999999.0
235,6193,0.25,0.0,999999.0
236,3342,0.25,0.0,999999.0
236,5075,0.25,0.0,999999.0
236,5079,0.25,0.0,999999.0
237,6194,0.25,0.0,999999.0
238,5643,0.5,0.0,999999.0
238,6195,0.5,0.0,999999.0
239,5081,0.5,0.0,999999.0
240,5397,0.5,0.0,999999.0
240,5400,0.5,0.0,999999.0
240,6197,0.5,0.0,999999.0
241,5399,0.5,0.0,999999.0
242,6198,0.25,0.0,999999.0
242,6199,0.25,0.0,999999.0
243,5412,0.25,0.0,999999.0
244,2884,0.5,0.0,999999.0
244,3345,0.5,0.0,999999.0
244,6200,0.5,0.0,999999.0
245,3344,0.25,0.0,999999.0
245,6201,0.25,0.0,999999.0
245,6202,0.25,0.0,999999.0
