Node,X,Y
420,30944.0,75966.0
421,30994.0,75922.0
422,31020.0,75866.0
423,31108.0,75822.0
424,31186.0,75702.0
425,31230.0,75818.0
426,31140.0,75916.0
427,31034.0,76006.0
428,29728.0,74870.0
429,29714.0,74836.0
430,29698.0,74778.0
431,29680.0,74822.0
432,29644.0,74814.0
433,29610.0,74890.0
434,29560.0,74868.0
435,29616.0,74838.0
436,29616.0,74794.0
437,29550.0,74758.0
438,29524.0,74776.0
439,29488.0,74794.0
440,29512.0,74846.0
441,29434.0,74836.0
442,29374.0,74770.0
443,29394.0,74744.0
444,29458.0,74734.0
445,29478.0,74696.0
446,29518.0,74694.0
447,29436.0,74670.0
448,29452.0,74576.0
449,29434.0,74536.0
450,29590.0,74620.0
451,29684.0,74726.0
452,29626.0,74740.0
453,29578.0,74710.0
454,29620.0,74672.0
455,29730.0,74664.0
456,29656.0,74658.0
457,29734.0,74600.0
458,29710.0,74542.0
459,29690.0,74566.0
460,29668.0,74602.0
461,29722.0,74510.0
462,29634.0,74476.0
463,29658.0,74428.0
464,29470.0,74494.0
465,29514.0,74500.0
466,29564.0,74520.0
467,29604.0,74562.0
468,29628.0,74526.0
469,29540.0,74590.0
470,29474.0,74638.0
471,29588.0,74426.0
472,29590.0,74342.0
473,29532.0,74418.0
474,29478.0,74436.0
475,29490.0,74364.0
476,29502.0,74314.0
477,29628.0,74218.0
478,29448.0,74196.0
479,29690.0,74245.0
480,29430.0,74358.0
481,29356.0,74278.0
482,29330.0,74306.0
483,29336.0,74390.0
484,29412.0,74518.0
485,29406.0,74454.0
486,29236.0,74330.0
487,29236.0,74242.0
488,29362.0,74220.0
489,29372.0,74118.0
490,29320.0,74434.0
491,29270.0,74150.0
492,29290.0,74098.0
493,29154.0,74220.0
494,29110.0,74216.0
495,29096.0,74166.0
496,29174.0,74174.0
497,29204.0,74142.0
498,29170.0,74116.0
499,29148.0,74076.0
500,29100.0,74088.0
501,29060.0,74072.0
502,29016.0,74020.0
503,28960.0,74014.0
504,28932.0,73998.0
505,28974.0,73958.0
506,29014.0,73942.0
507,29030.0,73912.0
508,29022.0,73988.0
509,29068.0,74024.0
510,29116.0,74052.0
511,29118.0,74016.0
512,29122.0,73988.0
513,29200.0,74086.0
514,29204.0,74054.0
515,29056.0,74213.0
516,29000.0,74202.0
517,28960.0,74250.0
518,29044.0,74138.0
519,28970.0,74126.0
520,28930.0,74098.0
521,28924.0,73916.0
522,28960.0,73850.0
523,28848.0,73854.0
524,28880.0,73806.0
525,28780.0,73906.0
526,28700.0,74100.0
527,28782.0,73988.0
528,28852.0,74210.0
529,28734.0,74192.0
530,28694.0,74290.0
531,28562.0,74402.0
532,28848.0,74378.0
533,28934.0,74450.0
534,28732.0,74586.0
535,28752.0,74486.0
536,29020.0,74394.0
537,29100.0,74548.0
538,29030.0,74498.0
539,29074.0,74336.0
540,29126.0,74392.0
541,28994.0,74588.0
542,28994.0,74546.0
543,29214.0,74466.0
544,29338.0,74516.0
545,29192.0,74580.0
546,29268.0,74698.0
547,29340.0,74624.0
548,29372.0,74684.0
549,29372.0,74554.0
550,28936.0,74734.0
551,28944.0,74616.0
552,29050.0,74626.0
553,29034.0,74962.0
554,29098.0,74814.0
555,29184.0,75046.0
556,29196.0,74946.0
557,29240.0,74848.0
558,29394.0,75224.0
559,29400.0,75162.0
560,29268.0,75116.0
561,29328.0,74992.0
562,29372.0,75038.0
563,29436.0,75066.0
564,29490.0,75096.0
565,29550.0,74982.0
566,29502.0,74946.0
567,29476.0,75000.0
568,29406.0,74958.0
569,29414.0,74890.0
570,29316.0,74928.0
571,29338.0,74858.0
572,29248.0,75234.0
573,29294.0,75303.0
574,29094.0,75290.0
575,28976.0,75418.0
576,29126.0,75466.0
577,28868.0,74944.0
578,28998.0,75058.0
579,28852.0,75138.0
580,28652.0,74790.0
581,28265.0,74658.0
582,28044.0,74230.0
583,28388.0,74350.0
584,28304.0,74200.0
585,28456.0,74060.0
586,28790.0,75665.0
587,28653.0,75615.0
588,28504.0,75446.0
589,28654.0,75486.0
590,28886.0,75532.0
591,28734.0,75404.0
592,28714.0,75294.0
593,28496.0,75074.0
594,28364.0,75258.0
595,28424.0,75392.0
596,28344.0,75356.0
597,28430.0,75896.0
598,28302.0,76092.0
599,28316.0,76026.0
600,28238.0,76004.0
601,28362.0,75984.0
602,28084.0,76026.0
603,28156.0,76356.0
604,28108.0,76442.0
605,27944.0,76276.0
606,27794.0,76512.0
607,27594.0,76756.0
608,27396.0,76616.0
609,27474.0,76386.0
610,27046.0,76320.0
611,27124.0,76008.0
612,27624.0,76028.0
613,27766.0,75732.0
614,28132.0,75740.0
615,28102.0,75460.0
616,28144.0,75362.0
617,27810.0,75212.0
618,27692.0,75336.0
619,27852.0,74908.0
620,27804.0,74868.0
621,27844.0,74816.0
622,27896.0,74828.0
623,27996.0,74810.0
624,27992.0,74936.0
625,27868.0,75052.0
626,28182.0,74978.0
627,28237.0,74808.0
628,28092.0,74574.0
629,27872.0,74442.0
630,27766.0,74230.0
631,27410.0,74022.0
632,27278.0,74022.0
633,27284.0,74094.0
634,27212.0,74302.0
635,27528.0,74494.0
636,27132.0,74622.0
637,27393.0,74805.0
638,27656.0,74880.0
639,27460.0,75274.0
640,27376.0,75182.0
641,27274.0,75158.0
642,27140.0,75150.0
643,26942.0,75136.0
644,27086.0,75384.0
645,27630.0,75465.0
646,27294.0,75686.0
647,26934.0,75724.0
648,26676.0,75968.0
649,26666.0,76192.0
650,26366.0,75742.0
651,26228.0,75778.0
652,26344.0,75292.0
653,26784.0,75454.0
654,26558.0,75050.0
655,26640.0,75014.0
656,26714.0,75050.0
657,26732.0,75002.0
658,26792.0,75018.0
659,26740.0,74912.0
660,26792.0,74878.0
661,26684.0,74794.0
662,26784.0,74400.0
663,26720.0,74042.0
664,26652.0,73896.0
665,26910.0,73936.0
666,27060.0,73866.0
667,26894.0,73452.0
668,26654.0,73486.0
669,26210.0,73334.0
670,26374.0,73606.0
671,26396.0,73910.0
672,26356.0,74238.0
673,26300.0,74602.0
674,26272.0,74978.0
675,26184.0,74844.0
676,25988.0,74980.0
677,25878.0,74766.0
678,25996.0,74446.0
679,25984.0,74050.0
680,25862.0,73846.0
681,25822.0,73654.0
682,25854.0,73496.0
683,25500.0,73368.0
684,28148.0,75940.0
685,26842.0,75132.0
686,27216.0,74730.0
687,30782.0,76158.0
688,30884.0,76050.0
689,30750.0,75936.0
690,30660.0,75986.0
691,30708.0,76080.0
692,30414.0,76256.0
693,30586.0,76328.0
694,30610.0,76256.0
695,30454.0,76200.0
696,30396.0,76172.0
697,30504.0,76092.0
698,30568.0,76120.0
699,30504.0,76316.0
700,30524.0,76376.0
701,30414.0,76472.0
702,30366.0,76384.0
703,30168.0,76447.0
704,30288.0,76514.0
705,30114.0,76600.0
706,29910.0,76790.0
707,29756.0,76734.0
708,29630.0,76984.0
709,29415.0,77008.0
710,29486.0,77038.0
711,29580.0,76834.0
712,29568.0,76798.0
713,29564.0,76744.0
714,29532.0,76812.0
715,29660.0,76756.0
716,29508.0,76786.0
717,29518.0,76868.0
718,29588.0,76616.0
719,29480.0,76544.0
720,29622.0,76580.0
721,29766.0,76450.0
722,29912.0,76364.0
723,29828.0,76274.0
724,29900.0,76224.0
725,29890.0,76180.0
726,29968.0,76209.0
727,30066.0,76172.0
728,30201.0,76205.0
729,30214.0,76052.0
730,30172.0,75956.0
731,30670.0,75848.0
732,30392.0,76088.0
733,30352.0,76044.0
734,30318.0,76018.0
735,30378.0,75998.0
736,30416.0,75984.0
737,30490.0,75952.0
738,30270.0,75960.0
739,30214.0,75896.0
740,30286.0,75848.0
741,30338.0,75904.0
742,30422.0,75864.0
743,30520.0,75798.0
744,30492.0,75692.0
745,30596.0,75700.0
746,30380.0,75776.0
747,30518.0,75584.0
748,30476.0,75510.0
749,30414.0,75664.0
750,30340.0,75678.0
751,30284.0,75624.0
752,30382.0,75560.0
753,30220.0,75716.0
754,30306.0,75744.0
755,30244.0,75784.0
756,30176.0,75840.0
757,29838.0,75968.0
758,29706.0,75836.0
759,29762.0,75738.0
760,29652.0,75646.0
761,29544.0,75668.0
762,29424.0,76242.0
763,29532.0,76320.0
764,29768.0,76176.0
765,29604.0,76126.0
766,29212.0,76246.0
767,29402.0,76144.0
768,29342.0,76076.0
769,29116.0,76068.0
770,28996.0,76064.0
771,29064.0,75976.0
772,29340.0,75940.0
773,29278.0,75976.0
774,29282.0,76028.0
775,29228.0,76086.0
776,29222.0,75978.0
777,29200.0,75954.0
778,29260.0,75940.0
779,29290.0,75880.0
780,29462.0,75892.0
781,29454.0,75980.0
782,29516.0,75934.0
783,29575.0,75915.0
784,29540.0,75814.0
785,29464.0,75754.0
786,29460.0,75688.0
787,29442.0,75642.0
788,29372.0,75618.0
789,29890.0,75170.0
790,29852.0,75196.0
791,29740.0,75130.0
792,29698.0,75240.0
793,29718.0,75335.0
794,29572.0,75480.0
795,29342.0,75414.0
796,29428.0,75336.0
797,29424.0,75284.0
798,29494.0,75264.0
799,29486.0,75180.0
800,29598.0,75168.0
801,29526.0,75140.0
802,29580.0,75094.0
803,29640.0,75044.0
804,29668.0,75168.0
805,29260.0,75840.0
806,28810.0,75826.0
807,29012.0,75820.0
808,29112.0,75792.0
809,29212.0,75782.0
810,29120.0,75744.0
811,29042.0,75644.0
812,29228.0,75552.0
813,29142.0,75688.0
814,29292.0,75692.0
815,28720.0,76310.0
816,28874.0,76174.0
817,28988.0,76172.0
818,28858.0,75990.0
819,28750.0,76016.0
820,28400.0,76385.0
821,28514.0,76108.0
822,28196.0,76390.0
823,28212.0,76422.0
824,28640.0,76400.0
825,28536.0,76480.0
826,28600.0,76704.0
827,28594.0,76872.0
828,28886.0,76564.0
829,28786.0,76696.0
830,29236.0,76466.0
831,29406.0,76806.0
832,29161.0,76745.0
833,28958.0,76880.0
834,28976.0,77048.0
835,29136.0,77182.0
836,29238.0,77280.0
837,29350.0,77244.0
838,29358.0,77296.0
839,29300.0,77340.0
840,28966.0,77464.0
841,28732.0,77150.0
842,28700.0,77636.0
843,28570.0,77432.0
844,28360.0,77810.0
845,28498.0,77720.0
846,28436.0,77830.0
847,28390.0,77910.0
848,28030.0,77625.0
849,27822.0,77286.0
850,28104.0,77288.0
851,28404.0,77264.0
852,28552.0,77064.0
853,28304.0,76864.0
854,28164.0,76670.0
855,27952.0,76854.0
856,27828.0,76946.0
857,27622.0,76814.0
858,27689.0,76798.0
859,27630.0,76900.0
860,27730.0,76854.0
861,27600.0,76860.0
862,27732.0,76918.0
863,27670.0,76886.0
864,27532.0,76894.0
865,27696.0,77066.0
866,27556.0,76994.0
867,27480.0,76870.0
868,30032.0,75938.0
869,30108.0,75872.0
870,29932.0,75842.0
871,30024.0,75790.0
872,30050.0,75710.0
873,31326.0,75680.0
874,31358.0,75606.0
875,31190.0,76088.0
876,31430.0,76045.0
877,31340.0,75928.0
878,31415.0,75764.0
879,31676.0,75744.0
880,31790.0,75920.0
881,31622.0,75934.0
882,31656.0,75832.0
883,31742.0,76076.0
884,31822.0,76074.0
885,31916.0,76002.0
886,31948.0,76102.0
887,31910.0,76200.0
888,31852.0,76248.0
889,31905.0,75880.0
890,31844.0,75804.0
891,31824.0,75848.0
892,31600.0,76150.0
893,31696.0,76314.0
894,31688.0,76204.0
895,31752.0,76152.0
896,31552.0,76530.0
897,31610.0,76366.0
898,31378.0,76270.0
899,31560.0,76112.0
900,31518.0,76198.0
901,31506.0,76266.0
902,31484.0,76352.0
903,31016.0,76112.0
904,31104.0,76194.0
905,31262.0,76262.0
906,30886.0,76230.0
907,30778.0,76302.0
908,30970.0,76304.0
909,30862.0,76396.0
910,30556.0,76470.0
911,30588.0,76600.0
912,30624.0,76424.0
913,30690.0,76365.0
914,30678.0,76560.0
915,30300.0,76796.0
916,30100.0,76920.0
917,29934.0,77114.0
918,29812.0,77116.0
919,30064.0,77364.0
920,29696.0,77404.0
921,29842.0,77650.0
922,29630.0,77502.0
923,29602.0,77920.0
924,29508.0,77688.0
925,29436.0,77624.0
926,29338.0,77406.0
927,29238.0,77674.0
928,28762.0,78032.0
929,28986.0,78128.0
930,29052.0,77964.0
931,29306.0,78002.0
932,29300.0,78302.0
933,29324.0,78168.0
934,29260.0,78138.0
935,29208.0,78160.0
936,29370.0,78378.0
937,29752.0,78426.0
938,29474.0,78716.0
939,29940.0,79096.0
940,30025.0,79215.0
941,30170.0,78712.0
942,30452.0,78980.0
943,30506.0,78452.0
944,30058.0,78060.0
945,29972.0,77686.0
946,30444.0,77776.0
947,31066.0,77662.0
948,31284.0,77616.0
949,30632.0,77472.0
950,30892.0,77196.0
951,30484.0,77142.0
952,30276.0,77146.0
953,30358.0,77320.0
954,30360.0,77262.0
955,30450.0,77292.0
956,30086.0,77166.0
957,30542.0,76895.0
958,30925.0,76511.0
959,31110.0,76710.0
960,31106.0,76998.0
961,31274.0,76790.0
962,31424.0,76716.0
963,31456.0,77144.0
964,31700.0,76830.0
965,31790.0,76560.0
966,31922.0,76780.0
967,32284.0,76514.0
968,32264.0,76562.0
969,32206.0,76574.0
970,32156.0,76556.0
971,32220.0,76642.0
972,32012.0,76498.0
973,31888.0,76376.0
974,32016.0,76270.0
975,32110.0,76328.0
976,32022.0,76124.0
977,32084.0,76080.0
978,32356.0,76498.0
979,32398.0,76520.0
980,32448.0,76532.0
981,32410.0,76556.0
982,32434.0,76576.0
983,32466.0,76614.0
984,32402.0,76596.0
985,32372.0,76572.0
986,32334.0,76636.0
987,32318.0,76580.0
988,32242.0,76676.0
989,32140.0,76736.0
990,32167.0,76775.0
991,32252.0,76748.0
992,32286.0,76694.0
993,32330.0,76692.0
994,32350.0,76732.0
995,32414.0,76772.0
996,32426.0,76732.0
997,32376.0,76694.0
998,32400.0,76644.0
999,32442.0,76686.0
1000,32102.0,76796.0
1001,32356.0,76556.0
1002,32514.0,76382.0
1003,32532.0,76522.0
1004,32622.0,76614.0
1005,32526.0,76700.0
1006,32726.0,76880.0
1007,32574.0,76792.0
1008,33018.0,76336.0
1009,32921.0,76595.0
1010,32790.0,76408.0
1011,32730.0,76484.0
1012,32730.0,76695.0
1013,32825.0,76768.0
1014,32920.0,76712.0
1015,32442.0,76850.0
1016,32482.0,76952.0
1017,32578.0,77212.0
1018,32314.0,76780.0
1019,32316.0,76890.0
1020,32204.0,76836.0
1021,32196.0,76888.0
1022,32046.0,76948.0
1023,32248.0,77016.0
1024,31896.0,77380.0
1025,32366.0,77540.0
1026,32338.0,77818.0
1027,32170.0,77374.0
1028,32874.0,77572.0
1029,32846.0,77500.0
1030,32948.0,77696.0
1031,32716.0,77510.0
1032,32918.0,77292.0
1033,33208.0,77120.0
1034,33240.0,76700.0
1035,33425.0,77020.0
1036,33745.0,76928.0
1037,33570.0,76948.0
1038,30916.0,75165.0
1039,30960.0,75124.0
1040,30996.0,75196.0
1041,31114.0,75244.0
1042,31165.0,75109.0
1043,31080.0,75120.0
1044,31002.0,75076.0
1045,31088.0,75016.0
1046,31048.0,74882.0
1047,31008.0,74830.0
1048,31076.0,74796.0
1049,31106.0,74736.0
1050,31284.0,74816.0
1051,31174.0,74924.0
1052,31298.0,74918.0
1053,31428.0,74888.0
1054,31486.0,75052.0
1055,31234.0,75230.0
1056,31434.0,75204.0
1057,31288.0,75266.0
1058,31256.0,75344.0
1059,31300.0,75346.0
1060,31330.0,75390.0
1061,31368.0,75460.0
1062,31480.0,75560.0
1063,31514.0,75452.0
1064,31580.0,75548.0
1065,31705.0,75558.0
1066,31986.0,75520.0
1067,32000.0,75756.0
1068,31864.0,75596.0
1069,31835.0,75656.0
1070,31888.0,75700.0
1071,32084.0,75928.0
1072,32244.0,75936.0
1073,32192.0,75760.0
1074,32534.0,75752.0
1075,32610.0,76020.0
1076,32690.0,76260.0
1077,32490.0,76056.0
1078,32615.0,76146.0
1079,32946.0,75898.0
1080,33266.0,75688.0
1081,33285.0,75290.0
1082,33080.0,75380.0
1083,33468.0,75000.0
1084,33185.0,74843.0
1085,32922.0,74772.0
1086,32990.0,75081.0
1087,32732.0,74934.0
1088,32614.0,75340.0
1089,32362.0,75120.0
1090,32218.0,75148.0
1091,32214.0,75036.0
1092,32202.0,75086.0
1093,32144.0,75092.0
1094,32046.0,75222.0
1095,31800.0,75346.0
1096,31736.0,75368.0
1097,31766.0,75266.0
1098,31712.0,75262.0
1099,31654.0,75302.0
1100,31680.0,75396.0
1101,31618.0,75444.0
1102,31594.0,75356.0
1103,31548.0,75378.0
1104,31566.0,75284.0
1105,31712.0,75168.0
1106,31620.0,74830.0
1107,31378.0,74624.0
1108,31974.0,74988.0
1109,32150.0,74848.0
1110,32565.0,74681.0
1111,33632.0,74030.0
1112,34040.0,72760.0
1113,33278.0,72938.0
1114,32956.0,74088.0
1115,32518.0,73590.0
1116,32092.0,74523.0
1117,32078.0,74160.0
1118,31600.0,74460.0
1119,31448.0,74353.0
1120,30442.0,74740.0
1121,30492.0,74678.0
1122,30426.0,74702.0
1123,30448.0,74660.0
1124,30390.0,74690.0
1125,30358.0,74692.0
1126,30392.0,74760.0
1127,30360.0,74774.0
1128,30414.0,74812.0
1129,30384.0,74820.0
1130,30454.0,74804.0
1131,30462.0,74874.0
1132,30526.0,74790.0
1133,30590.0,74852.0
1134,30634.0,74796.0
1135,30666.0,74740.0
1136,30574.0,74724.0
1137,30562.0,74666.0
1138,30542.0,74584.0
1139,30482.0,74612.0
1140,30490.0,74564.0
1141,30420.0,74548.0
1142,30394.0,74546.0
1143,30496.0,74518.0
1144,30516.0,74460.0
1145,30650.0,74644.0
1146,30706.0,74638.0
1147,30684.0,74704.0
1148,30774.0,74720.0
1149,30728.0,74728.0
1150,30644.0,74916.0
1151,30684.0,74848.0
1152,30750.0,74892.0
